"date","oh_region","icu_current_covid","icu_current_covid_vented","hospitalizations","icu_crci_total","icu_crci_total_vented","icu_former_covid","icu_former_covid_vented"
"2021-03-01","NORTH",11,6,42,11,6,0,0
"2021-03-02","NORTH",11,6,36,11,6,0,0
"2021-03-03","NORTH",12,6,33,12,6,0,0
"2021-03-04","NORTH",13,9,33,13,9,0,0
"2021-03-05","NORTH",11,9,32,11,9,0,0
"2021-03-06","NORTH",14,9,31,14,9,0,0
"2021-03-07","NORTH",14,9,43,14,9,0,0
"2021-03-08","NORTH",16,10,55,16,10,0,0
"2021-03-09","NORTH",16,12,62,16,12,0,0
"2021-03-10","NORTH",16,12,54,16,12,0,0
"2021-03-11","NORTH",14,9,55,14,9,0,0
"2021-03-12","NORTH",15,11,59,15,11,0,0
"2021-03-13","NORTH",14,10,63,14,10,0,0
"2021-03-14","NORTH",13,7,63,13,7,0,0
"2021-03-15","NORTH",14,10,64,14,10,0,0
"2021-03-16","NORTH",13,9,73,14,9,1,0
"2021-03-17","NORTH",17,9,68,18,9,1,0
"2021-03-18","NORTH",20,6,75,21,6,1,0
"2021-03-19","NORTH",22,6,73,22,6,0,0
"2021-03-20","NORTH",22,8,72,22,8,0,0
"2021-03-21","NORTH",21,8,69,21,8,0,0
"2021-03-22","NORTH",17,7,67,17,7,0,0
"2021-03-23","NORTH",19,7,73,19,7,0,0
"2021-03-24","NORTH",20,5,68,20,5,0,0
"2021-03-25","NORTH",20,8,62,20,8,0,0
"2021-03-26","NORTH",21,6,61,21,6,0,0
"2021-03-27","NORTH",19,7,65,19,7,0,0
"2021-03-28","NORTH",18,7,60,18,7,0,0
"2021-03-29","NORTH",20,9,58,20,9,0,0
"2021-03-30","NORTH",17,5,56,17,5,0,0
"2021-03-31","NORTH",14,4,53,14,4,0,0
"2021-04-01","NORTH",15,4,27,15,4,0,0
"2021-04-02","NORTH",13,5,42,14,5,1,0
"2021-04-03","NORTH",14,5,39,14,5,0,0
"2021-04-04","NORTH",14,7,42,14,7,0,0
"2021-04-05","NORTH",16,9,44,16,9,0,0
"2021-04-06","NORTH",16,9,48,16,9,0,0
"2021-04-07","NORTH",17,10,52,17,10,0,0
"2021-04-08","NORTH",14,9,51,15,10,1,1
"2021-04-09","NORTH",13,7,41,14,8,1,1
"2021-04-10","NORTH",14,10,37,15,11,1,1
"2021-04-11","NORTH",15,9,39,16,10,1,1
"2021-04-12","NORTH",14,9,42,15,10,1,1
"2021-04-13","NORTH",16,9,41,17,10,1,1
"2021-04-14","NORTH",15,8,43,17,8,2,0
"2021-04-15","NORTH",13,5,44,15,6,2,1
"2021-04-16","NORTH",13,4,41,15,5,2,1
"2021-04-17","NORTH",13,3,42,15,4,2,1
"2021-04-18","NORTH",13,3,36,15,4,2,1
"2021-04-19","NORTH",11,4,38,12,4,1,0
"2021-04-20","NORTH",10,5,41,11,5,1,0
"2021-04-21","NORTH",11,7,41,13,7,2,0
"2021-04-22","NORTH",12,8,41,12,8,0,0
"2021-04-23","NORTH",16,13,38,16,13,0,0
"2021-04-24","NORTH",16,10,46,16,10,0,0
"2021-04-25","NORTH",15,11,38,16,11,1,0
"2021-04-26","NORTH",16,12,42,17,12,1,0
"2021-04-27","NORTH",17,14,42,17,14,0,0
"2021-04-28","NORTH",17,15,44,18,16,1,1
"2021-04-29","NORTH",20,15,45,20,15,0,0
"2021-04-30","NORTH",19,15,51,20,16,1,1
"2021-05-01","NORTH",22,16,45,24,18,2,2
"2021-05-02","NORTH",19,15,40,20,16,1,1
"2021-05-03","NORTH",22,13,38,22,13,0,0
"2021-05-04","NORTH",20,15,37,20,15,0,0
"2021-05-05","NORTH",18,13,35,19,14,1,1
"2021-05-06","NORTH",20,14,33,21,15,1,1
"2021-05-07","NORTH",17,11,32,18,12,1,1
"2021-05-08","NORTH",13,8,27,14,9,1,1
"2021-05-09","NORTH",12,7,23,13,8,1,1
"2021-05-10","NORTH",11,6,31,12,7,1,1
"2021-05-11","NORTH",9,6,31,10,7,1,1
"2021-05-12","NORTH",9,6,23,11,8,2,2
"2021-05-13","NORTH",11,6,30,13,7,2,1
"2021-05-14","NORTH",11,6,28,13,8,2,2
"2021-05-15","NORTH",12,8,71,14,10,2,2
"2021-05-16","NORTH",14,10,33,16,11,2,1
"2021-05-17","NORTH",13,11,28,15,12,2,1
"2021-05-18","NORTH",11,8,35,13,9,2,1
"2021-05-19","NORTH",12,9,26,13,10,1,1
"2021-05-20","NORTH",14,11,25,16,13,2,2
"2021-05-21","NORTH",13,12,32,15,14,2,2
"2021-05-22","NORTH",15,13,37,18,14,3,1
"2021-05-23","NORTH",15,12,38,18,13,3,1
"2021-05-24","NORTH",18,16,47,21,17,3,1
"2021-05-25","NORTH",21,17,47,24,19,3,2
"2021-05-26","NORTH",23,17,49,26,19,3,2
"2021-05-27","NORTH",20,14,44,23,16,3,2
"2021-05-28","NORTH",20,13,49,23,15,3,2
"2021-05-29","NORTH",21,13,49,24,15,3,2
"2021-05-30","NORTH",19,12,42,22,14,3,2
"2021-05-31","NORTH",21,11,41,23,13,2,2
"2021-06-01","NORTH",21,12,41,23,14,2,2
"2021-06-02","NORTH",21,11,38,23,13,2,2
"2021-06-03","NORTH",20,12,36,22,14,2,2
"2021-06-04","NORTH",21,12,35,23,14,2,2
"2021-06-05","NORTH",19,13,35,21,15,2,2
"2021-06-06","NORTH",21,11,40,23,13,2,2
"2021-06-07","NORTH",18,11,40,20,13,2,2
"2021-06-08","NORTH",19,9,40,21,10,2,1
"2021-06-09","NORTH",18,9,37,19,10,1,1
"2021-06-10","NORTH",19,7,34,20,8,1,1
"2021-06-11","NORTH",20,7,39,21,8,1,1
"2021-06-12","NORTH",19,7,37,20,8,1,1
"2021-06-13","NORTH",18,9,35,19,10,1,1
"2021-06-14","NORTH",18,10,35,19,11,1,1
"2021-06-15","NORTH",15,8,37,16,9,1,1
"2021-06-16","NORTH",14,8,32,14,8,0,0
"2021-06-17","NORTH",15,9,26,15,9,0,0
"2021-06-18","NORTH",17,9,21,17,9,0,0
"2021-06-19","NORTH",16,9,18,16,9,0,0
"2021-06-20","NORTH",15,8,10,15,8,0,0
"2021-06-21","NORTH",14,9,12,14,9,0,0
"2021-06-22","NORTH",14,9,22,14,9,0,0
"2021-06-23","NORTH",14,7,20,14,7,0,0
"2021-06-24","NORTH",14,8,21,14,8,0,0
"2021-06-25","NORTH",13,10,19,13,10,0,0
"2021-06-26","NORTH",14,9,18,14,9,0,0
"2021-06-27","NORTH",13,9,17,13,9,0,0
"2021-06-28","NORTH",13,9,18,13,9,0,0
"2021-06-29","NORTH",12,9,21,12,9,0,0
"2021-06-30","NORTH",12,6,17,12,6,0,0
"2021-07-01","NORTH",9,7,15,9,7,0,0
"2021-07-02","NORTH",8,7,10,8,7,0,0
"2021-07-03","NORTH",8,7,10,8,7,0,0
"2021-07-04","NORTH",8,7,8,8,7,0,0
"2021-07-05","NORTH",7,5,10,7,5,0,0
"2021-07-06","NORTH",7,5,7,7,5,0,0
"2021-07-07","NORTH",5,4,6,5,4,0,0
"2021-07-08","NORTH",5,3,5,6,3,1,0
"2021-07-09","NORTH",5,4,3,6,4,1,0
"2021-07-10","NORTH",5,3,3,6,3,1,0
"2021-07-11","NORTH",6,2,2,7,2,1,0
"2021-07-12","NORTH",6,1,4,7,1,1,0
"2021-07-13","NORTH",5,0,3,6,0,1,0
"2021-07-14","NORTH",2,1,3,3,1,1,0
"2021-07-15","NORTH",2,1,2,3,1,1,0
"2021-07-16","NORTH",2,1,2,3,1,1,0
"2021-07-17","NORTH",2,1,2,2,1,0,0
"2021-07-18","NORTH",1,0,0,1,0,0,0
"2021-07-19","NORTH",1,1,1,1,1,0,0
"2021-07-20","NORTH",2,2,2,2,2,0,0
"2021-07-21","NORTH",1,1,3,1,1,0,0
"2021-07-22","NORTH",1,1,4,1,1,0,0
"2021-07-23","NORTH",1,1,4,1,1,0,0
"2021-07-24","NORTH",1,1,2,1,1,0,0
"2021-07-25","NORTH",1,1,2,1,1,0,0
"2021-07-26","NORTH",1,1,3,1,1,0,0
"2021-07-27","NORTH",1,1,3,1,1,0,0
"2021-07-28","NORTH",1,1,2,1,1,0,0
"2021-07-29","NORTH",1,1,2,1,1,0,0
"2021-07-30","NORTH",1,1,0,1,1,0,0
"2021-07-31","NORTH",2,2,1,3,3,1,1
"2021-08-01","NORTH",2,2,1,4,3,2,1
"2021-08-02","NORTH",2,2,1,3,3,1,1
"2021-08-03","NORTH",2,2,2,3,3,1,1
"2021-08-04","NORTH",3,2,4,4,3,1,1
"2021-08-05","NORTH",3,2,4,4,3,1,1
"2021-08-06","NORTH",3,2,4,4,3,1,1
"2021-08-07","NORTH",2,2,4,3,3,1,1
"2021-08-08","NORTH",2,2,3,3,3,1,1
"2021-08-09","NORTH",2,2,5,3,3,1,1
"2021-08-10","NORTH",2,2,6,3,3,1,1
"2021-08-11","NORTH",2,2,3,3,3,1,1
"2021-08-12","NORTH",2,2,3,3,3,1,1
"2021-08-13","NORTH",2,2,4,3,3,1,1
"2021-08-14","NORTH",1,1,6,2,2,1,1
"2021-08-15","NORTH",1,1,5,2,2,1,1
"2021-08-16","NORTH",2,2,5,3,3,1,1
"2021-08-17","NORTH",2,2,5,3,3,1,1
"2021-08-18","NORTH",3,3,5,4,4,1,1
"2021-08-19","NORTH",3,3,5,4,4,1,1
"2021-08-20","NORTH",4,2,4,5,3,1,1
"2021-08-21","NORTH",3,2,4,4,3,1,1
"2021-08-22","NORTH",4,2,5,5,3,1,1
"2021-08-23","NORTH",4,2,6,5,3,1,1
"2021-08-24","NORTH",3,2,7,4,3,1,1
"2021-08-25","NORTH",2,2,7,3,3,1,1
"2021-08-26","NORTH",2,2,10,3,3,1,1
"2021-08-27","NORTH",2,2,9,3,3,1,1
"2021-08-28","NORTH",2,2,9,3,3,1,1
"2021-08-29","NORTH",2,2,9,3,3,1,1
"2021-08-30","NORTH",2,2,9,3,2,1,0
"2021-08-31","NORTH",2,2,9,3,3,1,1
"2021-09-01","NORTH",2,2,8,3,3,1,1
"2021-09-02","NORTH",2,2,6,3,3,1,1
"2021-09-03","NORTH",2,1,4,3,2,1,1
"2021-09-04","NORTH",1,1,3,2,2,1,1
"2021-09-05","NORTH",1,1,3,2,2,1,1
"2021-09-06","NORTH",2,1,2,3,2,1,1
"2021-09-07","NORTH",2,1,3,3,2,1,1
"2021-09-08","NORTH",2,1,1,4,2,2,1
"2021-09-09","NORTH",2,1,2,4,2,2,1
"2021-09-10","NORTH",4,1,5,6,2,2,1
"2021-09-11","NORTH",4,2,4,6,4,2,2
"2021-09-12","NORTH",4,2,5,5,3,1,1
"2021-09-13","NORTH",3,2,2,4,3,1,1
"2021-09-14","NORTH",2,2,4,3,3,1,1
"2021-09-15","NORTH",2,2,3,3,3,1,1
"2021-09-16","NORTH",2,2,3,3,3,1,1
"2021-09-17","NORTH",2,2,3,3,3,1,1
"2021-09-18","NORTH",2,2,3,3,3,1,1
"2021-09-19","NORTH",2,2,3,3,2,1,0
"2021-09-20","NORTH",2,2,3,2,2,0,0
"2021-09-21","NORTH",2,2,3,2,2,0,0
"2021-09-22","NORTH",2,2,3,2,2,0,0
"2021-09-23","NORTH",2,2,3,2,2,0,0
"2021-09-24","NORTH",3,3,2,3,3,0,0
"2021-09-25","NORTH",2,2,2,2,2,0,0
"2021-09-26","NORTH",2,2,0,2,2,0,0
"2021-09-27","NORTH",2,2,0,2,2,0,0
"2021-09-28","NORTH",2,2,0,2,2,0,0
"2021-09-29","NORTH",3,2,2,3,2,0,0
"2021-09-30","NORTH",3,1,4,3,1,0,0
"2021-10-01","NORTH",3,0,3,3,0,0,0
"2021-10-02","NORTH",2,1,3,2,1,0,0
"2021-10-03","NORTH",2,0,2,2,0,0,0
"2021-10-04","NORTH",1,0,2,1,0,0,0
"2021-10-05","NORTH",1,0,4,1,0,0,0
"2021-10-06","NORTH",2,1,5,2,1,0,0
"2021-10-07","NORTH",1,1,3,1,1,0,0
"2021-10-08","NORTH",1,0,6,1,0,0,0
"2021-10-09","NORTH",2,0,3,2,0,0,0
"2021-10-10","NORTH",2,0,2,2,0,0,0
"2021-10-11","NORTH",2,0,2,2,0,0,0
"2021-10-12","NORTH",1,0,4,1,0,0,0
"2021-10-13","NORTH",2,0,5,2,0,0,0
"2021-10-14","NORTH",2,1,6,2,1,0,0
"2021-10-15","NORTH",2,1,13,2,1,0,0
"2021-10-16","NORTH",2,1,4,2,1,0,0
"2021-10-17","NORTH",1,1,5,1,1,0,0
"2021-10-18","NORTH",3,1,7,3,1,0,0
"2021-10-19","NORTH",3,0,6,3,0,0,0
"2021-10-20","NORTH",4,2,7,4,2,0,0
"2021-10-21","NORTH",6,3,7,6,3,0,0
"2021-10-22","NORTH",4,2,9,4,2,0,0
"2021-10-23","NORTH",4,2,9,4,2,0,0
"2021-10-24","NORTH",2,1,9,2,1,0,0
"2021-10-25","NORTH",3,0,11,3,0,0,0
"2021-10-26","NORTH",2,0,11,2,0,0,0
"2021-10-27","NORTH",1,0,14,1,0,0,0
"2021-10-28","NORTH",2,0,10,2,0,0,0
"2021-10-29","NORTH",2,0,9,2,0,0,0
"2021-10-30","NORTH",2,1,11,2,1,0,0
"2021-10-31","NORTH",2,1,13,2,1,0,0
"2021-11-01","NORTH",3,2,13,3,2,0,0
"2021-11-02","NORTH",4,2,15,4,2,0,0
"2021-11-03","NORTH",6,3,15,6,3,0,0
"2021-11-04","NORTH",4,3,22,4,3,0,0
"2021-11-05","NORTH",4,3,21,4,3,0,0
"2021-11-06","NORTH",5,2,16,5,2,0,0
"2021-11-07","NORTH",5,2,15,5,2,0,0
"2021-11-08","NORTH",6,3,18,6,3,0,0
"2021-11-09","NORTH",5,3,31,5,3,0,0
"2021-11-10","NORTH",5,3,24,5,3,0,0
"2021-11-11","NORTH",3,2,34,3,2,0,0
"2021-11-12","NORTH",3,2,32,3,2,0,0
"2021-11-13","NORTH",3,3,34,3,3,0,0
"2021-11-14","NORTH",5,4,33,5,4,0,0
"2021-11-15","NORTH",6,5,37,6,5,0,0
"2021-11-16","NORTH",6,4,39,6,4,0,0
"2021-11-17","NORTH",6,4,40,6,4,0,0
"2021-11-18","NORTH",7,4,37,8,4,1,0
"2021-11-19","NORTH",8,6,34,8,6,0,0
"2021-11-20","NORTH",8,6,35,8,6,0,0
"2021-11-21","NORTH",7,6,33,7,6,0,0
"2021-11-22","NORTH",8,7,36,8,7,0,0
"2021-11-23","NORTH",9,8,38,9,8,0,0
"2021-11-24","NORTH",13,8,37,13,8,0,0
"2021-11-25","NORTH",13,8,37,13,8,0,0
"2021-11-26","NORTH",12,8,37,12,8,0,0
"2021-11-27","NORTH",12,9,38,12,9,0,0
"2021-11-28","NORTH",13,8,36,13,8,0,0
"2021-11-29","NORTH",13,10,38,13,10,0,0
"2021-11-30","NORTH",14,11,44,14,11,0,0
"2021-12-01","NORTH",15,11,37,15,11,0,0
"2021-12-02","NORTH",15,10,39,15,10,0,0
"2021-12-03","NORTH",14,10,39,15,11,1,1
"2021-12-04","NORTH",16,10,36,17,11,1,1
"2021-12-05","NORTH",17,13,37,18,14,1,1
"2021-12-06","NORTH",19,12,40,20,13,1,1
"2021-12-07","NORTH",14,9,42,15,10,1,1
"2021-12-08","NORTH",12,9,36,13,10,1,1
"2021-12-09","NORTH",14,9,35,15,10,1,1
"2021-12-10","NORTH",13,9,34,14,10,1,1
"2021-12-11","NORTH",10,8,34,11,9,1,1
"2021-12-12","NORTH",10,8,27,11,9,1,1
"2021-12-13","NORTH",13,10,27,13,10,0,0
"2021-12-14","NORTH",14,9,38,15,9,1,0
"2021-12-15","NORTH",12,8,32,13,8,1,0
"2021-12-16","NORTH",13,7,29,14,7,1,0
"2021-12-17","NORTH",12,7,27,13,7,1,0
"2021-12-18","NORTH",12,6,30,12,6,0,0
"2021-12-19","NORTH",10,6,31,10,6,0,0
"2021-12-20","NORTH",10,5,31,10,5,0,0
"2021-12-21","NORTH",11,5,31,11,5,0,0
"2021-12-22","NORTH",10,4,30,10,4,0,0
"2021-12-23","NORTH",11,6,34,11,6,0,0
"2021-12-24","NORTH",11,6,24,11,6,0,0
"2021-12-25","NORTH",10,5,28,10,5,0,0
"2021-12-26","NORTH",9,5,24,9,5,0,0
"2021-12-27","NORTH",9,6,30,9,6,0,0
"2021-12-28","NORTH",9,5,31,9,5,0,0
"2021-12-29","NORTH",8,6,31,8,6,0,0
"2021-12-30","NORTH",8,4,32,8,4,0,0
"2021-12-31","NORTH",10,4,38,10,4,0,0
"2022-01-01","NORTH",11,4,36,11,4,0,0
"2022-01-02","NORTH",15,6,44,15,6,0,0
"2022-01-03","NORTH",16,6,52,16,6,0,0
"2022-01-04","NORTH",12,5,62,12,5,0,0
"2022-01-05","NORTH",11,6,61,11,6,0,0
"2022-01-06","NORTH",12,7,56,12,7,0,0
"2022-01-07","NORTH",11,7,64,11,7,0,0
"2022-01-08","NORTH",10,8,60,10,8,0,0
"2022-01-09","NORTH",13,8,82,13,8,0,0
"2022-01-10","NORTH",15,9,97,15,9,0,0
"2022-01-11","NORTH",15,8,110,15,8,0,0
"2022-01-12","NORTH",15,7,115,15,7,0,0
"2022-01-13","NORTH",21,7,101,21,7,0,0
"2022-01-14","NORTH",27,11,122,27,11,0,0
"2022-01-15","NORTH",27,13,137,27,13,0,0
"2022-01-16","NORTH",29,13,129,29,13,0,0
"2022-01-17","NORTH",29,13,138,29,13,0,0
"2022-01-18","NORTH",27,11,148,27,11,0,0
"2022-01-19","NORTH",27,11,130,27,11,0,0
"2022-01-20","NORTH",34,14,136,34,14,0,0
"2022-01-21","NORTH",33,15,148,33,15,0,0
"2022-01-22","NORTH",30,14,154,31,14,1,0
"2022-01-23","NORTH",27,12,173,28,12,1,0
"2022-01-24","NORTH",32,15,180,34,15,2,0
"2022-01-25","NORTH",34,16,183,36,16,2,0
"2022-01-26","NORTH",31,12,182,33,12,2,0
"2022-01-27","NORTH",32,14,186,34,14,2,0
"2022-01-28","NORTH",33,14,181,34,14,1,0
"2022-01-29","NORTH",33,14,193,34,14,1,0
"2022-01-30","NORTH",32,15,192,32,15,0,0
"2022-01-31","NORTH",32,16,190,33,16,1,0
"2022-02-01","NORTH",31,16,201,32,17,1,1
"2022-02-02","NORTH",31,15,204,32,15,1,0
"2022-02-03","NORTH",31,12,206,32,12,1,0
"2022-02-04","NORTH",29,13,207,29,13,0,0
"2022-02-05","NORTH",36,13,183,36,13,0,0
"2022-02-06","NORTH",33,11,182,34,11,1,0
"2022-02-07","NORTH",30,11,189,32,13,2,2
"2022-02-08","NORTH",30,12,185,33,14,3,2
"2022-02-09","NORTH",29,12,183,31,14,2,2
"2022-02-10","NORTH",28,11,172,30,13,2,2
"2022-02-11","NORTH",27,10,173,29,12,2,2
"2022-02-12","NORTH",27,10,171,29,12,2,2
"2022-02-13","NORTH",25,9,158,27,11,2,2
"2022-02-14","NORTH",23,10,165,25,11,2,1
"2022-02-15","NORTH",22,9,155,24,10,2,1
"2022-02-16","NORTH",21,10,152,23,11,2,1
"2022-02-17","NORTH",23,11,145,25,12,2,1
"2022-02-18","NORTH",23,13,137,24,14,1,1
"2022-02-19","NORTH",22,14,127,24,15,2,1
"2022-02-20","NORTH",25,13,129,27,14,2,1
"2022-02-21","NORTH",23,15,132,24,16,1,1
"2022-02-22","NORTH",26,15,138,27,16,1,1
"2022-02-23","NORTH",25,14,132,26,15,1,1
"2022-02-24","NORTH",22,14,139,23,15,1,1
"2022-02-25","NORTH",21,15,137,22,16,1,1
"2022-02-26","NORTH",20,13,150,21,14,1,1
"2022-02-27","NORTH",22,17,146,23,18,1,1
"2022-02-28","NORTH",23,17,160,23,17,0,0
"2022-03-01","NORTH",21,15,156,22,15,1,0
"2022-03-02","NORTH",20,16,138,20,16,0,0
"2022-03-03","NORTH",22,16,137,22,16,0,0
"2022-03-04","NORTH",23,17,137,24,17,1,0
"2022-03-05","NORTH",22,12,123,23,12,1,0
"2022-03-06","NORTH",18,9,138,20,9,2,0
"2022-03-07","NORTH",18,9,135,20,9,2,0
"2022-03-08","NORTH",18,10,141,19,10,1,0
"2022-03-09","NORTH",21,9,128,22,9,1,0
"2022-03-10","NORTH",22,8,131,24,8,2,0
"2022-03-11","NORTH",22,10,127,24,10,2,0
"2022-03-12","NORTH",21,12,134,23,12,2,0
"2022-03-13","NORTH",19,10,132,21,10,2,0
"2022-03-14","NORTH",21,10,124,23,10,2,0
"2022-03-15","NORTH",20,9,124,22,9,2,0
"2022-03-16","NORTH",19,9,118,21,9,2,0
"2022-03-17","NORTH",19,8,117,20,8,1,0
"2022-03-18","NORTH",16,5,121,16,5,0,0
"2022-03-19","NORTH",16,4,104,17,5,1,1
"2022-03-20","NORTH",17,3,94,18,4,1,1
"2022-03-21","NORTH",18,4,103,19,5,1,1
"2022-03-22","NORTH",17,4,106,18,5,1,1
"2022-03-23","NORTH",18,4,95,20,5,2,1
"2022-03-24","NORTH",13,5,91,14,6,1,1
"2022-03-25","NORTH",12,3,93,12,3,0,0
"2022-03-26","NORTH",10,4,103,11,4,1,0
"2022-03-27","NORTH",9,5,98,10,5,1,0
"2022-03-28","NORTH",12,7,103,12,7,0,0
"2022-03-29","NORTH",14,6,109,14,6,0,0
"2022-03-30","NORTH",16,8,110,16,8,0,0
"2022-03-31","NORTH",18,10,96,18,10,0,0
"2022-04-01","NORTH",20,10,109,20,10,0,0
"2022-04-02","NORTH",20,9,104,20,9,0,0
"2022-04-03","NORTH",16,9,100,16,9,0,0
"2022-04-04","NORTH",18,8,114,19,8,1,0
"2022-04-05","NORTH",21,10,128,23,10,2,0
"2022-04-06","NORTH",18,9,123,20,9,2,0
"2022-04-07","NORTH",17,6,123,17,6,0,0
"2022-04-08","NORTH",19,5,125,19,5,0,0
"2022-04-09","NORTH",16,8,115,17,8,1,0
"2022-04-10","NORTH",13,6,124,13,6,0,0
"2022-04-11","NORTH",13,6,140,13,6,0,0
"2022-04-12","NORTH",17,4,140,17,4,0,0
"2022-04-13","NORTH",19,8,143,19,8,0,0
"2022-04-14","NORTH",14,5,137,14,5,0,0
"2022-04-15","NORTH",14,3,156,14,3,0,0
"2022-04-16","NORTH",16,4,162,16,4,0,0
"2022-04-17","NORTH",17,2,153,17,2,0,0
"2022-04-18","NORTH",17,3,153,17,3,0,0
"2022-04-19","NORTH",18,3,156,18,3,0,0
"2022-04-20","NORTH",21,3,173,21,3,0,0
"2022-04-21","NORTH",19,2,154,19,2,0,0
"2022-04-22","NORTH",19,2,137,19,2,0,0
"2022-04-23","NORTH",21,3,161,21,3,0,0
"2022-04-24","NORTH",23,6,172,23,6,0,0
"2022-04-25","NORTH",25,7,175,25,7,0,0
"2022-04-26","NORTH",24,5,187,24,5,0,0
"2022-04-27","NORTH",20,4,186,20,4,0,0
"2022-04-28","NORTH",22,7,175,22,7,0,0
"2022-04-29","NORTH",25,8,183,25,8,0,0
"2022-04-30","NORTH",20,8,171,20,8,0,0
"2022-05-01","NORTH",21,8,178,21,8,0,0
"2022-05-02","NORTH",25,8,195,25,8,0,0
"2022-05-03","NORTH",25,7,197,26,7,1,0
"2022-05-04","NORTH",20,8,204,20,8,0,0
"2022-05-05","NORTH",18,7,206,18,7,0,0
"2022-05-06","NORTH",17,7,188,17,7,0,0
"2022-05-07","NORTH",17,5,201,17,5,0,0
"2022-05-08","NORTH",16,6,207,17,7,1,1
"2022-05-09","NORTH",15,5,196,16,6,1,1
"2022-05-10","NORTH",15,5,200,16,6,1,1
"2022-05-11","NORTH",12,5,192,13,6,1,1
"2022-05-12","NORTH",12,3,193,13,4,1,1
"2022-05-13","NORTH",14,4,175,15,4,1,0
"2022-05-14","NORTH",13,4,165,14,4,1,0
"2022-05-15","NORTH",11,3,146,12,3,1,0
"2022-05-16","NORTH",14,3,156,15,3,1,0
"2022-05-17","NORTH",15,4,145,16,4,1,0
"2022-05-18","NORTH",11,2,145,12,3,1,1
"2022-05-19","NORTH",11,3,132,11,3,0,0
"2022-05-20","NORTH",13,5,125,13,5,0,0
"2022-05-21","NORTH",14,5,123,14,5,0,0
"2022-05-22","NORTH",12,4,111,12,4,0,0
"2022-05-23","NORTH",11,3,121,11,3,0,0
"2022-05-24","NORTH",10,3,121,11,3,1,0
"2022-05-25","NORTH",13,2,113,15,2,2,0
"2022-05-26","NORTH",13,4,118,14,4,1,0
"2022-05-27","NORTH",13,4,108,13,5,0,1
"2022-05-28","NORTH",10,3,106,10,3,0,0
"2022-05-29","NORTH",9,2,85,10,2,1,0
"2022-05-30","NORTH",11,3,93,12,3,1,0
"2022-05-31","NORTH",11,4,87,12,4,1,0
"2022-06-01","NORTH",7,4,68,10,4,3,0
"2022-06-02","NORTH",7,4,71,8,4,1,0
"2022-06-03","NORTH",10,4,63,11,4,1,0
"2022-06-04","NORTH",9,2,68,9,2,0,0
"2022-06-05","NORTH",9,1,65,9,1,0,0
"2022-06-06","NORTH",9,1,70,10,2,1,1
"2022-06-07","NORTH",7,1,74,8,2,1,1
"2022-06-08","NORTH",8,2,74,9,2,1,0
"2022-06-09","NORTH",9,3,76,10,3,1,0
"2022-06-10","NORTH",9,3,77,10,3,1,0
"2022-06-11","NORTH",9,1,82,10,1,1,0
"2022-06-12","NORTH",11,1,82,11,1,0,0
"2022-06-13","NORTH",10,2,86,10,2,0,0
"2022-06-14","NORTH",10,2,84,10,2,0,0
"2022-06-15","NORTH",11,1,86,12,1,1,0
"2022-06-16","NORTH",10,2,80,11,2,1,0
"2022-06-17","NORTH",9,0,70,10,0,1,0
"2022-06-18","NORTH",8,0,69,8,0,0,0
"2022-06-19","NORTH",8,1,57,8,1,0,0
"2022-06-20","NORTH",9,1,64,9,1,0,0
"2022-06-21","NORTH",11,2,70,11,2,0,0
"2022-06-22","NORTH",9,2,68,9,2,0,0
"2022-06-23","NORTH",12,5,67,12,5,0,0
"2022-06-24","NORTH",12,4,63,13,4,1,0
"2022-06-25","NORTH",9,4,63,10,4,1,0
"2022-06-26","NORTH",9,4,59,9,4,0,0
"2022-06-27","NORTH",8,2,54,8,2,0,0
"2022-06-28","NORTH",6,1,53,7,1,1,0
"2022-06-29","NORTH",6,2,52,6,2,0,0
"2022-06-30","NORTH",7,2,55,7,2,0,0
"2022-07-01","NORTH",11,4,56,11,4,0,0
"2022-07-02","NORTH",12,3,32,12,3,0,0
"2022-07-03","NORTH",12,2,49,12,2,0,0
"2022-07-04","NORTH",11,1,50,11,1,0,0
"2022-07-05","NORTH",11,2,61,11,2,0,0
"2022-07-06","NORTH",10,2,60,10,2,0,0
"2022-07-07","NORTH",10,3,62,10,3,0,0
"2022-07-08","NORTH",8,2,65,9,3,1,1
"2022-07-09","NORTH",10,3,62,11,3,1,0
"2022-07-10","NORTH",10,2,63,11,2,1,0
"2022-07-11","NORTH",10,2,65,11,2,1,0
"2022-07-12","NORTH",8,2,73,8,2,0,0
"2022-07-13","NORTH",10,3,73,10,3,0,0
"2022-07-14","NORTH",8,3,81,8,3,0,0
"2022-07-15","NORTH",9,3,83,9,3,0,0
"2022-07-16","NORTH",8,1,99,8,1,0,0
"2022-07-17","NORTH",9,2,83,9,2,0,0
"2022-07-18","NORTH",9,2,86,9,2,0,0
"2022-07-19","NORTH",12,2,84,12,2,0,0
"2022-07-20","NORTH",10,2,103,10,2,0,0
"2022-07-21","NORTH",9,2,88,9,2,0,0
"2022-07-22","NORTH",9,2,117,9,2,0,0
"2022-07-23","NORTH",10,2,109,10,2,0,0
"2022-07-24","NORTH",13,2,131,13,2,0,0
"2022-07-25","NORTH",13,1,132,13,1,0,0
"2022-07-26","NORTH",14,1,121,14,1,0,0
"2022-07-27","NORTH",15,3,99,15,3,0,0
"2022-07-28","NORTH",13,3,96,13,3,0,0
