Date,Agegroup,At least one dose_cumulative,Second_dose_cumulative,Total population,Percent_at_least_one_dose,Percent_fully_vaccinated
2021-07-07,12-17yrs,560141,115098,951519,0.5887,0.121
2021-07-07,18-29yrs,1638678,729422,2455535,0.6673,0.2971
2021-07-07,30-39yrs,1453278,755095,2056059,0.7068,0.3673
2021-07-07,40-49yrs,1423281,809712,1876583,0.7584,0.4315
2021-07-07,50-59yrs,1650543,1043659,2060934,0.8009,0.5064
2021-07-07,60-69yrs,1591487,1163729,1795046,0.8866,0.6483
2021-07-07,70-79yrs,1082086,888854,1159902,0.9329,0.7663
2021-07-07,80+,652733,561317,679266,0.9609,0.8264
2021-07-07,Adults_18plus,9492086,5951788,12083325,0.7856,0.4926
2021-07-07,Ontario_12plus,10052227,6066886,13034844,0.7712,0.4654
2021-07-07,Undisclosed_or_missing,4305,2761,0,,
2021-07-08,12-17yrs,563689,133465,951519,0.5924,0.1403
2021-07-08,18-29yrs,1645918,776819,2455535,0.6703,0.3164
2021-07-08,30-39yrs,1458345,796499,2056059,0.7093,0.3874
2021-07-08,40-49yrs,1427014,850233,1876583,0.7604,0.4531
2021-07-08,50-59yrs,1653625,1085668,2060934,0.8024,0.5268
2021-07-08,60-69yrs,1593367,1197300,1795046,0.8876,0.667
2021-07-08,70-79yrs,1082873,902041,1159902,0.9336,0.7777
2021-07-08,80+,653022,568086,679266,0.9614,0.8363
2021-07-08,Adults_18plus,9514164,6176646,12083325,0.7874,0.5112
2021-07-08,Ontario_12plus,10077853,6310111,13034844,0.7731,0.4841
2021-07-08,Undisclosed_or_missing,4304,2795,0,,
2021-07-09,12-17yrs,566795,149649,951519,0.5957,0.1573
2021-07-09,18-29yrs,1651872,816830,2455535,0.6727,0.3326
2021-07-09,30-39yrs,1462665,831225,2056059,0.7114,0.4043
2021-07-09,40-49yrs,1430015,884555,1876583,0.762,0.4714
2021-07-09,50-59yrs,1656367,1121073,2060934,0.8037,0.544
2021-07-09,60-69yrs,1595070,1223774,1795046,0.8886,0.6818
2021-07-09,70-79yrs,1083602,912573,1159902,0.9342,0.7868
2021-07-09,80+,653291,573470,679266,0.9618,0.8442
2021-07-09,Adults_18plus,9532882,6363500,12083325,0.7889,0.5266
2021-07-09,Ontario_12plus,10099677,6513149,13034844,0.7748,0.4997
2021-07-09,Undisclosed_or_missing,4290,2811,0,,
2021-07-10,12-17yrs,569289,162981,951519,0.5983,0.1713
2021-07-10,18-29yrs,1657695,855275,2455535,0.6751,0.3483
2021-07-10,30-39yrs,1466900,866090,2056059,0.7135,0.4212
2021-07-10,40-49yrs,1433160,916959,1876583,0.7637,0.4886
2021-07-10,50-59yrs,1658972,1153448,2060934,0.805,0.5597
2021-07-10,60-69yrs,1596630,1246217,1795046,0.8895,0.6943
2021-07-10,70-79yrs,1084301,920960,1159902,0.9348,0.794
2021-07-10,80+,653583,577872,679266,0.9622,0.8507
2021-07-10,Adults_18plus,9551241,6536821,12083325,0.7904,0.541
2021-07-10,Ontario_12plus,10120530,6699802,13034844,0.7764,0.514
2021-07-10,Undisclosed_or_missing,4280,2822,0,,
2021-07-11,12-17yrs,572030,178724,951519,0.6012,0.1878
2021-07-11,18-29yrs,1662792,889722,2455535,0.6772,0.3623
2021-07-11,30-39yrs,1470391,893673,2056059,0.7152,0.4347
2021-07-11,40-49yrs,1435456,942265,1876583,0.7649,0.5021
2021-07-11,50-59yrs,1660950,1178734,2060934,0.8059,0.5719
2021-07-11,60-69yrs,1597704,1262110,1795046,0.8901,0.7031
2021-07-11,70-79yrs,1084712,927005,1159902,0.9352,0.7992
2021-07-11,80+,653729,580882,679266,0.9624,0.8552
2021-07-11,Adults_18plus,9565734,6674391,12083325,0.7916,0.5524
2021-07-11,Ontario_12plus,10137764,6853115,13034844,0.7777,0.5258
2021-07-11,Undisclosed_or_missing,4261,2831,0,,
2021-07-12,12-17yrs,574211,191206,951519,0.6035,0.2009
2021-07-12,18-29yrs,1666083,915468,2455535,0.6785,0.3728
2021-07-12,30-39yrs,1472589,913365,2056059,0.7162,0.4442
2021-07-12,40-49yrs,1436922,960643,1876583,0.7657,0.5119
2021-07-12,50-59yrs,1662186,1195920,2060934,0.8065,0.5803
2021-07-12,60-69yrs,1598338,1272663,1795046,0.8904,0.709
2021-07-12,70-79yrs,1084949,930897,1159902,0.9354,0.8026
2021-07-12,80+,653813,583277,679266,0.9625,0.8587
2021-07-12,Adults_18plus,9574880,6772233,12083325,0.7924,0.5605
2021-07-12,Ontario_12plus,10149091,6963439,13034844,0.7786,0.5342
2021-07-12,Undisclosed_or_missing,4260,2834,0,,
2021-07-13,12-17yrs,577023,207693,951519,0.6064,0.2183
2021-07-13,18-29yrs,1671561,948712,2455535,0.6807,0.3864
2021-07-13,30-39yrs,1476250,940202,2056059,0.718,0.4573
2021-07-13,40-49yrs,1439555,985670,1876583,0.7671,0.5252
2021-07-13,50-59yrs,1664425,1221821,2060934,0.8076,0.5928
2021-07-13,60-69yrs,1599765,1291470,1795046,0.8912,0.7195
2021-07-13,70-79yrs,1085570,938369,1159902,0.9359,0.809
2021-07-13,80+,654049,587226,679266,0.9629,0.8645
2021-07-13,Adults_18plus,9591175,6913470,12083325,0.7938,0.5721
2021-07-13,Ontario_12plus,10168198,7121163,13034844,0.7801,0.5463
2021-07-13,Undisclosed_or_missing,4253,2844,0,,
2021-07-14,12-17yrs,580144,225476,951519,0.6097,0.237
2021-07-14,18-29yrs,1677062,981702,2455535,0.683,0.3998
2021-07-14,30-39yrs,1480106,966118,2056059,0.7199,0.4699
2021-07-14,40-49yrs,1442166,1010176,1876583,0.7685,0.5383
2021-07-14,50-59yrs,1666697,1247874,2060934,0.8087,0.6055
2021-07-14,60-69yrs,1601218,1310925,1795046,0.892,0.7303
2021-07-14,70-79yrs,1086202,946791,1159902,0.9365,0.8163
2021-07-14,80+,654290,591623,679266,0.9632,0.871
2021-07-14,Adults_18plus,9607741,7055209,12083325,0.7951,0.5839
2021-07-14,Ontario_12plus,10187885,7280685,13034844,0.7816,0.5586
2021-07-14,Undisclosed_or_missing,4242,2843,0,,
2021-07-15,12-17yrs,583324,242295,951519,0.613,0.2546
2021-07-15,18-29yrs,1682472,1011747,2455535,0.6852,0.412
2021-07-15,30-39yrs,1483899,990103,2056059,0.7217,0.4816
2021-07-15,40-49yrs,1444862,1032438,1876583,0.7699,0.5502
2021-07-15,50-59yrs,1669062,1271203,2060934,0.8099,0.6168
2021-07-15,60-69yrs,1602657,1328709,1795046,0.8928,0.7402
2021-07-15,70-79yrs,1086859,954665,1159902,0.937,0.8231
2021-07-15,80+,654550,595913,679266,0.9636,0.8773
2021-07-15,Adults_18plus,9624361,7184778,12083325,0.7965,0.5946
2021-07-15,Ontario_12plus,10207685,7427073,13034844,0.7831,0.5698
2021-07-15,Undisclosed_or_missing,4245,2853,0,,
2021-07-16,12-17yrs,586655,258902,951519,0.6165,0.2721
2021-07-16,18-29yrs,1687958,1041911,2455535,0.6874,0.4243
2021-07-16,30-39yrs,1487775,1014877,2056059,0.7236,0.4936
2021-07-16,40-49yrs,1447594,1055007,1876583,0.7714,0.5622
2021-07-16,50-59yrs,1671459,1294947,2060934,0.811,0.6283
2021-07-16,60-69yrs,1604268,1346427,1795046,0.8937,0.7501
2021-07-16,70-79yrs,1087619,963158,1159902,0.9377,0.8304
2021-07-16,80+,654781,600012,679266,0.964,0.8833
2021-07-16,Adults_18plus,9641454,7316339,12083325,0.7979,0.6055
2021-07-16,Ontario_12plus,10228109,7575241,13034844,0.7847,0.5812
2021-07-16,Undisclosed_or_missing,4247,2875,0,,
2021-07-17,12-17yrs,589683,274832,951519,0.6197,0.2888
2021-07-17,18-29yrs,1693587,1073704,2455535,0.6897,0.4373
2021-07-17,30-39yrs,1491880,1042193,2056059,0.7256,0.5069
2021-07-17,40-49yrs,1450368,1079355,1876583,0.7729,0.5752
2021-07-17,50-59yrs,1673883,1318447,2060934,0.8122,0.6397
2021-07-17,60-69yrs,1605788,1361905,1795046,0.8946,0.7587
2021-07-17,70-79yrs,1088303,970174,1159902,0.9383,0.8364
2021-07-17,80+,655021,603328,679266,0.9643,0.8882
2021-07-17,Adults_18plus,9658830,7449106,12083325,0.7994,0.6165
2021-07-17,Ontario_12plus,10248513,7723938,13034844,0.7862,0.5926
2021-07-17,Undisclosed_or_missing,4233,2891,0,,
2021-07-18,12-17yrs,592404,288887,951519,0.6226,0.3036
2021-07-18,18-29yrs,1698189,1100836,2455535,0.6916,0.4483
2021-07-18,30-39yrs,1494945,1063864,2056059,0.7271,0.5174
2021-07-18,40-49yrs,1452472,1098172,1876583,0.774,0.5852
2021-07-18,50-59yrs,1675649,1336834,2060934,0.8131,0.6487
2021-07-18,60-69yrs,1606811,1373454,1795046,0.8951,0.7651
2021-07-18,70-79yrs,1088691,975172,1159902,0.9386,0.8407
2021-07-18,80+,655143,605576,679266,0.9645,0.8915
2021-07-18,Adults_18plus,9671900,7553908,12083325,0.8004,0.6252
2021-07-18,Ontario_12plus,10264304,7842795,13034844,0.7875,0.6017
2021-07-18,Undisclosed_or_missing,4234,2896,0,,
2021-07-19,12-17yrs,594585,300412,951519,0.6249,0.3157
2021-07-19,18-29yrs,1701196,1119657,2455535,0.6928,0.456
2021-07-19,30-39yrs,1496749,1077947,2056059,0.728,0.5243
2021-07-19,40-49yrs,1453812,1110660,1876583,0.7747,0.5919
2021-07-19,50-59yrs,1676705,1348493,2060934,0.8136,0.6543
2021-07-19,60-69yrs,1607395,1380770,1795046,0.8955,0.7692
2021-07-19,70-79yrs,1088936,978732,1159902,0.9388,0.8438
2021-07-19,80+,655229,607134,679266,0.9646,0.8938
2021-07-19,Adults_18plus,9680022,7623393,12083325,0.8011,0.6309
2021-07-19,Ontario_12plus,10274607,7923805,13034844,0.7882,0.6079
2021-07-19,Undisclosed_or_missing,4237,2900,0,,
2021-07-20,12-17yrs,597506,313986,951519,0.6279,0.33
2021-07-20,18-29yrs,1705783,1144492,2455535,0.6947,0.4661
2021-07-20,30-39yrs,1499978,1097238,2056059,0.7295,0.5337
2021-07-20,40-49yrs,1456170,1128424,1876583,0.776,0.6013
2021-07-20,50-59yrs,1678775,1366775,2060934,0.8146,0.6632
2021-07-20,60-69yrs,1608818,1393221,1795046,0.8963,0.7761
2021-07-20,70-79yrs,1089557,985458,1159902,0.9394,0.8496
2021-07-20,80+,655454,609732,679266,0.9649,0.8976
2021-07-20,Adults_18plus,9694535,7725340,12083325,0.8023,0.6393
2021-07-20,Ontario_12plus,10292041,8039326,13034844,0.7896,0.6168
2021-07-20,Undisclosed_or_missing,4229,2916,0,,
2021-07-21,12-17yrs,600593,330393,951519,0.6312,0.3472
2021-07-21,18-29yrs,1710273,1169595,2455535,0.6965,0.4763
2021-07-21,30-39yrs,1503153,1117193,2056059,0.7311,0.5434
2021-07-21,40-49yrs,1458558,1147102,1876583,0.7772,0.6113
2021-07-21,50-59yrs,1680915,1385715,2060934,0.8156,0.6724
2021-07-21,60-69yrs,1610136,1406791,1795046,0.897,0.7837
2021-07-21,70-79yrs,1090219,993017,1159902,0.9399,0.8561
2021-07-21,80+,655694,612508,679266,0.9653,0.9017
2021-07-21,Adults_18plus,9708948,7831921,12083325,0.8035,0.6482
2021-07-21,Ontario_12plus,10309541,8162314,13034844,0.7909,0.6262
2021-07-21,Undisclosed_or_missing,4215,2933,0,,
2021-07-22,12-17yrs,603616,343748,951519,0.6344,0.3613
2021-07-22,18-29yrs,1714896,1191321,2455535,0.6984,0.4852
2021-07-22,30-39yrs,1506453,1134575,2056059,0.7327,0.5518
2021-07-22,40-49yrs,1460917,1163139,1876583,0.7785,0.6198
2021-07-22,50-59yrs,1683105,1402794,2060934,0.8167,0.6807
2021-07-22,60-69yrs,1611605,1419108,1795046,0.8978,0.7906
2021-07-22,70-79yrs,1090966,1000008,1159902,0.9406,0.8621
2021-07-22,80+,655928,614842,679266,0.9656,0.9052
2021-07-22,Adults_18plus,9723870,7925787,12083325,0.8047,0.6559
2021-07-22,Ontario_12plus,10327486,8269535,13034844,0.7923,0.6344
2021-07-22,Undisclosed_or_missing,4198,2950,0,,
2021-07-23,12-17yrs,606709,356667,951519,0.6376,0.3748
2021-07-23,18-29yrs,1719217,1212665,2455535,0.7001,0.4938
2021-07-23,30-39yrs,1509617,1151591,2056059,0.7342,0.5601
2021-07-23,40-49yrs,1463354,1178506,1876583,0.7798,0.628
2021-07-23,50-59yrs,1685199,1418751,2060934,0.8177,0.6884
2021-07-23,60-69yrs,1613060,1430493,1795046,0.8986,0.7969
2021-07-23,70-79yrs,1091702,1006543,1159902,0.9412,0.8678
2021-07-23,80+,656203,616950,679266,0.966,0.9083
2021-07-23,Adults_18plus,9738352,8015499,12083325,0.8059,0.6634
2021-07-23,Ontario_12plus,10345061,8372166,13034844,0.7936,0.6423
2021-07-23,Undisclosed_or_missing,4206,2967,0,,
2021-07-24,12-17yrs,610019,369439,951519,0.6411,0.3883
2021-07-24,18-29yrs,1723828,1234717,2455535,0.702,0.5028
2021-07-24,30-39yrs,1513033,1170843,2056059,0.7359,0.5695
2021-07-24,40-49yrs,1465940,1195263,1876583,0.7812,0.6369
2021-07-24,50-59yrs,1687491,1435280,2060934,0.8188,0.6964
2021-07-24,60-69yrs,1614526,1441436,1795046,0.8994,0.803
2021-07-24,70-79yrs,1092391,1012239,1159902,0.9418,0.8727
2021-07-24,80+,656473,618571,679266,0.9664,0.9106
2021-07-24,Adults_18plus,9753682,8108349,12083325,0.8072,0.671
2021-07-24,Ontario_12plus,10363701,8477788,13034844,0.7951,0.6504
2021-07-24,Undisclosed_or_missing,4199,2973,0,,
2021-07-25,12-17yrs,612860,380765,951519,0.6441,0.4002
2021-07-25,18-29yrs,1727761,1254635,2455535,0.7036,0.5109
2021-07-25,30-39yrs,1515802,1186641,2056059,0.7372,0.5771
2021-07-25,40-49yrs,1467960,1209045,1876583,0.7823,0.6443
2021-07-25,50-59yrs,1689198,1448999,2060934,0.8196,0.7031
2021-07-25,60-69yrs,1615544,1450050,1795046,0.9,0.8078
2021-07-25,70-79yrs,1092772,1016701,1159902,0.9421,0.8765
2021-07-25,80+,656637,619940,679266,0.9667,0.9127
2021-07-25,Adults_18plus,9765674,8186011,12083325,0.8082,0.6775
2021-07-25,Ontario_12plus,10378534,8566776,13034844,0.7962,0.6572
2021-07-25,Undisclosed_or_missing,4187,2976,0,,
2021-07-26,12-17yrs,614845,389941,951519,0.6462,0.4098
2021-07-26,18-29yrs,1730353,1267016,2455535,0.7047,0.516
2021-07-26,30-39yrs,1517555,1195851,2056059,0.7381,0.5816
2021-07-26,40-49yrs,1469305,1217536,1876583,0.783,0.6488
2021-07-26,50-59yrs,1690293,1457227,2060934,0.8202,0.7071
2021-07-26,60-69yrs,1616142,1455208,1795046,0.9003,0.8107
2021-07-26,70-79yrs,1093032,1019457,1159902,0.9423,0.8789
2021-07-26,80+,656753,620715,679266,0.9669,0.9138
2021-07-26,Adults_18plus,9773433,8233010,12083325,0.8088,0.6814
2021-07-26,Ontario_12plus,10388278,8622951,13034844,0.797,0.6615
2021-07-26,Undisclosed_or_missing,4183,2981,0,,
2021-07-27,12-17yrs,617734,401394,951519,0.6492,0.4218
2021-07-27,18-29yrs,1734348,1283553,2455535,0.7063,0.5227
2021-07-27,30-39yrs,1520402,1208279,2056059,0.7395,0.5877
2021-07-27,40-49yrs,1471491,1228657,1876583,0.7841,0.6547
2021-07-27,50-59yrs,1692126,1468088,2060934,0.821,0.7123
2021-07-27,60-69yrs,1617410,1463113,1795046,0.901,0.8151
2021-07-27,70-79yrs,1093650,1023932,1159902,0.9429,0.8828
2021-07-27,80+,656981,622103,679266,0.9672,0.9158
2021-07-27,Adults_18plus,9786408,8297725,12083325,0.8099,0.6867
2021-07-27,Ontario_12plus,10404142,8699119,13034844,0.7982,0.6674
2021-07-27,Undisclosed_or_missing,4175,2992,0,,
2021-07-28,12-17yrs,620863,412724,951519,0.6525,0.4338
2021-07-28,18-29yrs,1738387,1300097,2455535,0.7079,0.5295
2021-07-28,30-39yrs,1523541,1220826,2056059,0.741,0.5938
2021-07-28,40-49yrs,1473777,1239777,1876583,0.7854,0.6607
2021-07-28,50-59yrs,1694101,1479386,2060934,0.822,0.7178
2021-07-28,60-69yrs,1618720,1471563,1795046,0.9018,0.8198
2021-07-28,70-79yrs,1094329,1028529,1159902,0.9435,0.8867
2021-07-28,80+,657203,623563,679266,0.9675,0.918
2021-07-28,Adults_18plus,9800058,8363741,12083325,0.811,0.6922
2021-07-28,Ontario_12plus,10420921,8776465,13034844,0.7995,0.6733
2021-07-28,Undisclosed_or_missing,4164,2994,0,,
